artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
John Monkman,Magnolia,2sSAmcpiMpxlEjtvAEQfH1,18,0.564,0.853,9,-9.497,0,0.0375,0.00662,0.908,0.125,0.518,123.021,343408,3
Pradeep Kumar,The Life of Ram,3hXX5v2JaVqDR3aeQcPAU9,56,0.496,0.488,1,-9.799,0,0.0306,0.277,2.39e-06,0.183,0.347,83.945,354286,4
Alfons Czibulka,"Stephanie-Gavotte, Op. 312",0vTOot2YR1PhEgKIViTeEP,9,0.295,0.0508,7,-26.399,1,0.0534,0.938,0.0487,0.669,0.198,98.915,304840,4
Neha Kakkar,"Dilbar (From ""Satyameva Jayate"")",4tjLYTXFqZhkUDga4bQ0yl,58,0.725,0.912,9,-3.665,0,0.0851,0.155,7.68e-05,0.107,0.674,104.054,184433,4
Johann Strauss II,"Un ballo in maschera, Quadrille, Op. 272",378mH72ALJwzI2S2ELulSG,8,0.48,0.413,5,-16.97,1,0.363,0.897,0.783,0.767,0.509,127.909,334840,4
Yasser Desai,Jitni Dafa,5ajfRrXpInejkZUxZOX6Rm,56,0.643,0.513,10,-7.355,0,0.0253,0.832,0.000852,0.143,0.25,95.976,222302,4
Johann Strauss II,"Stadt und Land, Polka Mazurka, Op. 322",3myi3Rs99KwLh1doK64XXO,9,0.389,0.185,5,-17.938,1,0.0676,0.942,0.296,0.7,0.364,114.615,262800,4
iKON,LOVE SCENARIO,3d3ELsqKlQ7WA0a10Isu3l,73,0.806,0.707,7,-4.623,1,0.0307,0.331,0.0,0.294,0.746,118.009,209648,4
Josef Strauss,"Eingesendet, Polka schnell, Op. 240",58BmDTyMhvik3tkiogHcB5,9,0.479,0.608,3,-16.932,1,0.149,0.859,0.873,0.817,0.629,89.697,121907,4
Yasser Desai,Naino Ne Baandhi,1rinwuHEJlACLuDxihAlCu,56,0.294,0.705,10,-7.302,1,0.0488,0.548,0.0,0.113,0.548,81.463,241894,4
i.am.orange,tomorrow (10-16-18),5yEeCItAyL147KZIdh8L3B,9,0.526,0.0864,11,-20.398,1,0.0838,0.842,3.48e-06,0.0849,0.644,123.341,208800,4
Post Malone,Better Now,7dt6x5M1jzdTEt8oCbisTK,81,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,231267,4
i.am.orange,"peace, love, and los burritos (1-3-18)",0jWB2jSum7AOKRiKlAGg7M,8,0.517,0.36,9,-9.202,1,0.0904,0.889,0.0,0.326,0.0593,82.94,213708,4
Darshan Raval,Chogada,1HBGWNyoRJhxvsfO8LLFDo,56,0.359,0.972,7,-3.452,1,0.109,0.136,2.52e-06,0.14,0.595,62.914,249742,4
i.am.orange,somboody else (10-6-18),051gp8TC4mnkHuk17dvfmB,9,0.718,0.172,2,-18.401,1,0.0661,0.854,0.0,0.138,0.71,145.017,241655,4
Dhibu Ninan Thomas,Othaiyadi Pathayila,09Z6o1yu596HJAwWZxTz4m,57,0.713,0.615,11,-7.648,0,0.138,0.341,1.55e-06,0.0608,0.807,135.017,249671,3
i.am.orange,tortoise (11-17-18),5kYg3zGhBTwENV8STw6NaQ,9,0.909,0.0131,9,-30.358,0,0.0599,0.745,1.15e-05,0.0985,0.732,115.213,135652,4
Bazzi,Fantasy,1i36kkhmhBxf4lYJscg5zK,76,0.699,0.668,5,-4.272,0,0.0336,0.154,3.2e-06,0.362,0.314,144.105,148230,4
i.am.orange,father jeans (4-5-18),54juJJ8xq4KVSIWN3RwUYH,9,0.544,0.41,9,-6.481,1,0.0381,0.815,0.00437,0.118,0.409,136.978,270367,4
Guru Randhawa,Kaun Nachdi,7r8QeC6Uy3AbIXqH7W9y0K,57,0.772,0.83,4,-3.981,0,0.0455,0.0357,0.0,0.0419,0.753,127.999,183373,4
BUMKEY,Sweater,6lhYcibihEuez5oKjg84km,9,0.585,0.482,0,-7.205,1,0.0421,0.484,0.0,0.0689,0.191,115.031,246108,4
Cardi B,I Like It,58q2HKrzhC3ozto2nDdN4z,80,0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.372,0.65,136.048,253390,4
i.am.orange,the way i used to (8-29-18),31h65tw2SRcfOTSGAeBnoP,9,0.53,0.322,4,-7.142,1,0.0306,0.647,4.79e-06,0.47,0.447,94.771,188546,4
grandson,Blood // Water,0AUyNF6iFxMNQsNx2nhtrw,78,0.51,0.882,8,-5.659,0,0.159,0.00158,0.00206,0.0764,0.653,154.029,216721,4
i.am.orange,bawo (3-19-18),3QahZWMOhsljl7Bftt1R5t,8,0.723,0.275,2,-9.889,1,0.185,0.751,0.0,0.111,0.635,133.018,209040,4
Aastha Gill,Buzz (feat. Badshah),3XYvdqcZrTmRntFDDbJkJd,56,0.663,0.551,3,-8.272,0,0.109,0.236,3.57e-05,0.0923,0.601,113.314,193414,3
Mila J,Happy New Year,3Z1pHQXwojFHLEoYAzO8TB,7,0.568,0.291,1,-5.989,1,0.0525,0.569,0.0,0.124,0.326,131.766,101818,4
Kendrick Lamar,All The Stars (with SZA),3GCdLUSnKSMJhs4Tj6CV3s,80,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232187,4
Softmal,Seven Years,02D0dixta94JNbkpqTJHmq,6,0.806,0.912,8,-4.685,1,0.0533,0.00349,0.396,0.0701,0.428,123.002,346000,4
Sidhu Moose Wala,"Dollar - From ""Dakuaan Da Munda""",7rXDc2ImBGwcypUFbNqbFB,57,0.612,0.829,9,-4.225,1,0.0583,0.0606,0.0,0.38,0.694,94.961,157517,4
Paul Carrack,"If I Should Fall Behind - Live Acoustic Trio, 2018",5awtMBL9hvu7oDwa1kbcuK,7,0.575,0.351,4,-10.672,1,0.0271,0.128,0.000379,0.674,0.177,106.222,272610,4
Jeet Gannguli,Mera Pyar Tera Pyar,22DrqPUQfcOkv6QmjvHFcB,56,0.638,0.471,7,-7.025,0,0.0258,0.825,0.0,0.0993,0.381,99.017,275371,4
Maor Levi,Light Years,0FDMW6rSnyyBBtk208B5X7,7,0.552,0.911,7,-5.302,1,0.0369,0.00119,0.901,0.575,0.0599,127.985,202500,4
Guru Randhawa,"Morni Banke (From ""Badhaai Ho"")",2Wu9PNpLUCBl3W1GaPqkhl,57,0.816,0.922,11,-2.963,0,0.149,0.178,0.0,0.373,0.887,95.006,198026,4
Paul Carrack,"That's All That Matters to Me - Live Acoustic Trio, 2018",2LEypvvsDo8QEeeCNhovz9,7,0.723,0.421,2,-11.385,1,0.0294,0.289,2.89e-06,0.706,0.537,107.899,218436,4
Ultra Shock,The Sound Of E - Jorn van Deynhoven Remix,08kvGxr58mLKktcM8PIAmK,8,0.587,0.869,10,-6.676,1,0.0488,0.0012,0.918,0.94,0.0384,137.995,205342,4
A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),7ycWLEP1GsNjVvcjawXz3z,82,0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,205040,4
Mercer,Satisfy (feat. Ron Carroll),5A8k1bK9WcxPyk7DNIIwes,9,0.682,0.868,2,-5.079,0,0.36,0.011,5.95e-05,0.188,0.746,125.015,184320,4
Juice WRLD,All Girls Are The Same,4VXIryQMWpIdGgYR4TrjT1,83,0.671,0.529,0,-7.226,1,0.307,0.0769,0.000335,0.0856,0.203,161.989,165820,4
Paul van Dyk,Music Rescues Me,6jUKs1mxjZQRJxCjVSSxvb,8,0.335,0.887,0,-4.762,1,0.0458,0.0485,0.000133,0.441,0.194,137.902,242467,4
BTS,Anpanman,01gUlvzAPiwB9Ekq9kGVCM,70,0.813,0.875,1,-2.92,0,0.0918,0.0237,0.0,0.288,0.756,99.004,232966,4
Jeremy Vancaulart,Hurt,6QMF7M8fNpNHxRDdmgbO1w,9,0.578,0.841,6,-4.434,1,0.0443,0.000366,0.0186,0.363,0.203,131.99,211413,4
benny blanco,Eastside (with Halsey & Khalid),0d2iYfpKoM0QCKvcLCkBao,77,0.56,0.68,6,-7.648,0,0.321,0.555,0.0,0.116,0.319,89.391,173800,4
Darude,Surrender,3DFJ96a7Qt7Hiw82FxHjst,8,0.486,0.957,4,-3.349,0,0.0628,0.00653,0.00318,0.39,0.255,131.917,199826,4
Charlie Puth,How Long,6wmAHw1szh5RCKSRjiXhPe,73,0.845,0.561,1,-5.253,0,0.0778,0.211,3.49e-06,0.0383,0.811,109.974,200853,4
Lucas & Steve,I Could Be Wrong,4FIJGN79n749hSNWy5IFce,9,0.766,0.803,10,-5.145,0,0.0513,0.146,0.0,0.104,0.54,123.047,175610,4
Sasha Alex Sloan,Older,52iLDrSoRtf9lcgFuLVfqE,70,0.681,0.292,11,-9.599,1,0.0483,0.743,0.0,0.0974,0.162,64.002,191002,4
Giuseppe Ottaviani,Till The Sunrise,3Yi51Q0R7zQECfyyNKOoaD,28,0.529,0.996,1,-3.646,0,0.0406,0.0263,0.926,0.161,0.539,139.999,169714,4
Govind Vasantha,Kaathalae Kaathalae - Version 1,20dLgt3WQuNIVvHvUmnar8,56,0.198,0.295,4,-11.805,0,0.0379,0.912,0.00916,0.111,0.0593,94.932,193268,4
Signum,Coming On Strong - Gareth Emery & Ashley Wallbridge Remix,6W2H4xwUOHsuuIWotYed10,8,0.617,0.951,3,-4.47,0,0.0511,0.00174,0.285,0.185,0.344,131.023,226260,4
Ran-D,Zombie,3yo43Xwn5bPdVqd1NDmlO5,8,0.436,0.869,4,-2.473,0,0.0615,0.0542,0.0,0.0979,0.0383,155.051,289549,4
Sunidhi Chauhan,"Halka Halka (From ""Fanney Khan"")",44O26Gv1wQrlUj14PpTolM,56,0.691,0.796,7,-4.778,1,0.0387,0.0495,0.0,0.333,0.541,127.985,247382,4
Roman Messer,Fireflies - Jorn van Deynhoven Remix,2vof1e1kpv3Gy0MSmhkI50,8,0.524,0.97,6,-4.854,1,0.106,0.0123,0.0139,0.872,0.0776,137.941,206957,4
Yo Yo Honey Singh,Urvashi,342pJxy678kgQrZXCL9RG7,56,0.792,0.703,0,-4.343,1,0.0368,0.195,0.0,0.072,0.634,105.995,215483,4
Andrew Rayel,In The Dark,7HNhsMpyZt7mliaDMIlFgm,9,0.495,0.893,9,-3.714,0,0.0613,0.00308,0.0,0.659,0.0687,130.079,224484,4
Jubin Nautiyal,"Lo Safar (From ""Baaghi 2"")",45wzRgkkG5gjuYS3OkFWaI,56,0.527,0.469,7,-9.562,0,0.0247,0.856,0.00393,0.121,0.403,90.933,282023,4
Kris Kross Amsterdam,Whenever (feat. Conor Maynard) - Joe Stone Remix,6GfakTBo0wQiFS8uYFe18B,13,0.646,0.87,4,-5.21,0,0.0964,0.384,0.0,0.406,0.435,123.049,173659,4
Sukhwinder Singh,"Kar Har Maidaan Fateh (From ""Sanju"")",3FHl1QYu76zguwjqhqcglX,55,0.557,0.821,1,-7.794,0,0.0573,0.0189,0.0,0.0863,0.184,170.022,312158,4
The Local Train,Aaftaab,4LtSTc3xANVhYeeN69nscM,55,0.464,0.391,6,-9.884,1,0.0384,0.755,9.64e-05,0.105,0.418,106.887,233472,4
BLACKPINK,Forever Young,2Pp9osgyIcw6o1avfDDDhH,65,0.592,0.961,4,-1.807,1,0.096,0.0423,0.0,0.0882,0.508,109.826,237077,4
Temple One,Cherished,5GpgbiUwKXweg4io2TsDkA,8,0.47,0.925,1,-8.241,1,0.0439,0.00198,0.912,0.269,0.3,140.018,238000,4
Prateek Kuhad,Saansein,6l1VsKiMyaUWElFrM1rsuu,55,0.693,0.518,1,-9.146,1,0.0282,0.653,0.531,0.138,0.374,128.041,266042,4
Dave Grusin,"The Milagro Beanfield War: Theme - From ""The Milagro Beanfield War""",7JsogAEhRsyMQ2vah8gq1t,8,0.186,0.172,2,-18.103,1,0.0406,0.806,0.0245,0.104,0.102,186.58,240933,4
Jugraj Sandhu,Mere Wala Sardar,3hCLDKPwRELWLnYF3nOY5J,55,0.724,0.47,2,-4.323,1,0.042,0.568,0.0,0.348,0.385,75.002,316000,4
Cafe Latino Dance Club,Cuban Reggaeton,4sj8E7DG4t2g7NvurgxBYa,8,0.774,0.671,9,-9.515,0,0.0768,0.00708,0.835,0.0812,0.713,99.994,194400,4
Sid Sriram,Emai Poyave,14M1StehpwsydSGGy8z9eq,55,0.4,0.346,11,-7.717,1,0.0311,0.849,0.0,0.258,0.248,149.757,154691,3
Elmer Bernstein,"Mother - From ""My Left Foot""",06DunuxORjAQ8R6UVPw4Ru,8,0.157,0.0293,9,-25.148,0,0.0442,0.957,0.846,0.112,0.0599,75.835,219733,4
Julia Michaels,Heaven,1T575AhHueYinKSDflEsGK,73,0.552,0.371,7,-9.104,0,0.0359,0.857,0.0,0.0838,0.245,199.843,191787,3
015B,The First Penguin,5a8YCIlIUMa10gVQXV6keA,20,0.732,0.623,11,-4.665,0,0.0366,0.459,0.0,0.136,0.524,100.008,245320,4
Stebin Ben,Mera Dil Bhi Kitna Pagal Hai - Recreated Version,2n9ylYiF7urpXo36qBwr3g,55,0.601,0.733,6,-5.987,0,0.0362,0.333,1.73e-06,0.406,0.375,94.017,200828,4
015B,Hard to Start,5nMMXUI1ZkN6TWqL5E1UzX,31,0.862,0.467,0,-7.831,1,0.0653,0.642,0.0,0.089,0.904,133.012,207227,4
Raftaar,Baby Marvake Maanegi,79MHQXymz8cGX8OOAjXn7J,55,0.658,0.815,7,-5.898,1,0.0559,0.00132,0.0106,0.178,0.559,179.993,187542,4
Maguta,Minimal Rock,1JVDxQOBciPpiz2raGphws,5,0.605,0.799,11,-7.948,1,0.0612,0.00476,0.541,0.0633,0.492,127.979,438750,4
TWICE,What is Love,3zhbXKFjUDw40pTYyCgt1Y,76,0.574,0.909,8,-1.573,1,0.0658,0.0987,0.0,0.264,0.569,169.966,208240,4
Johann Strauss I,"Wilhelm Tell Galopp, Op. 29b",6tttZL2rhNouM7Ai9snTE1,27,0.502,0.593,4,-15.31,1,0.204,0.864,0.255,0.711,0.543,148.788,104400,4
BTS,Airplane pt.2,0xKNTDmIym4R2TfKnS4FQo,69,0.769,0.817,0,-4.092,0,0.0339,0.0268,9.95e-05,0.084,0.866,139.979,218615,4
New & Jiew,ลบนาทีที่มีเธอ,1DWqFHj1gx9mhl23krcU91,5,0.501,0.488,5,-7.358,1,0.0262,0.279,0.0,0.108,0.337,135.836,267853,4
Neha Kakkar,"Aankh Marey (From ""Simmba"")",63MvWd6T6yoS7h4AJ4Hjrm,57,0.796,0.978,5,-1.266,0,0.0955,0.289,0.00254,0.346,0.8,129.999,212741,4
Reach,Running On Empty,1qwwRiHJF1SsHcazpw9C16,5,0.51,0.806,2,-3.987,1,0.0364,0.00278,1.51e-05,0.307,0.363,150.01,220063,4
Atif Aslam,Paniyon Sa,7tl1En7BCSnD6Qb5OGlEIE,54,0.523,0.768,0,-4.953,0,0.0566,0.447,0.000226,0.0833,0.669,75.03,236240,4
Hailee Steinfeld,Capital Letters,6l0Ky2PycJV1Bz88kFeVGL,69,0.661,0.814,0,-5.529,1,0.0759,0.0337,8.27e-06,0.0518,0.459,99.963,219373,4
i.am.orange,catfish remix - Remix,3FAnoEI7pxJoQRnzBszB5A,7,0.778,0.74,7,-6.257,1,0.0335,0.204,1.52e-05,0.101,0.82,117.943,194273,4
Santhosh Narayanan,Kannamma,3gJbCMoDT9rUmPS1GPd6kn,54,0.585,0.271,4,-12.56,0,0.0413,0.744,0.00137,0.168,0.438,124.895,289853,3
i.am.orange,netflix vs. hulu (1-18-18),3GdwYzHXfwWnvTBXFY4WHI,7,0.645,0.186,9,-9.489,1,0.257,0.905,0.000166,0.23,0.223,84.055,217000,4
NEFFEX,Cold,2FpWhUMOPGUVR95DkfKjGH,63,0.786,0.643,8,-8.851,1,0.0877,0.0664,1.26e-06,0.0985,0.702,125.06,186240,4
KLEAR,เหมือนในวันเก่า,4HYosAR4Z6VjRhA3HpLP6u,5,0.649,0.761,0,-5.508,1,0.0301,0.122,0.0,0.145,0.338,104.0,289911,4
Anirudh Ravichander,"Marana Mass - From ""Petta""",7j7fS14vlwVk0Pfnr0hovC,55,0.471,0.873,10,-5.503,0,0.373,0.47,8.13e-05,0.146,0.737,78.434,216000,4
Potato,เท่าไหร่ไม่จํา,4FfogA9llPnyHwuoUJCQCE,5,0.528,0.815,10,-4.079,1,0.0551,0.0925,0.0,0.0812,0.497,138.0,233747,4
Toploader,Dancing in the Moonlight,6U7EtCQPu6ekchmVj2KIJs,24,0.632,0.856,10,-3.463,1,0.0348,0.0624,0.0,0.347,0.867,119.397,232693,4
Sidhu Moose Wala,Jaat Da Muqabala,71Udwiv5GsZghU6XQ5LXQj,55,0.716,0.934,3,-2.431,1,0.0448,0.0561,7.33e-06,0.147,0.749,99.983,204360,4
Palaraga,La Flor Del Infinito,5XeqiZQWogS0uvhFcEKaEK,7,0.552,0.463,8,-13.103,0,0.0351,0.214,0.581,0.117,0.294,160.037,306580,4
Joji,SLOW DANCING IN THE DARK,0rKtyWc8bvkriBthvHKY8d,83,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,209274,4
"Earth, Wind & Fire",September,7zUogmz7vHIVvsOSuSynKL,36,0.696,0.694,9,-11.577,1,0.031,0.144,3.02e-05,0.17,0.981,125.57,215973,4
Ava Max,Not Your Barbie Girl,4fkM7M4Uo5AUASnnsRC7EZ,69,0.745,0.642,6,-4.138,0,0.0506,0.103,0.0,0.0335,0.35,120.063,186520,4
Post Malone,Psycho (feat. Ty Dolla $ign),3swc6WTsr7rl9DqQKQA55C,79,0.75,0.56,8,-8.094,1,0.105,0.546,0.0,0.111,0.459,140.06,221440,4
Pharrell Williams,"Happy - From ""Despicable Me 2""",3Vf5cSN4mOt9rHqAsXgxQm,18,0.647,0.822,5,-4.662,0,0.183,0.219,0.0,0.0908,0.962,160.019,232720,4
Lil Peep,Falling Down - Bonus Track,4jvjzW7Hm0yK4LvvE0Paz9,81,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,196400,4
Will Smith,Gettin' Jiggy Wit It,7yFWGNwgCJCZuf26chEeQV,32,0.882,0.874,6,-4.518,1,0.141,0.0173,1.84e-06,0.152,0.842,107.88,227933,4
ZAYN,Let Me,2cEmWBBlCfR9wWrY9JmTyt,68,0.46,0.566,9,-5.637,1,0.0502,0.239,5.96e-06,0.0967,0.189,168.408,185373,4
TLC,No Scrubs,3okWQ7ykLevuruyk60bFgy,38,0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,214400,4
Dino James,Unstoppable,7u4nF5SaY8v30zUeRv8UTx,54,0.673,0.782,10,-5.002,0,0.175,0.455,0.0,0.0948,0.357,172.145,279884,4
Alan Walker,All Falls Down (feat. Juliander),7EZSzaiRM8RaiFIQbRJ2fQ,17,0.654,0.656,1,-5.107,1,0.0549,0.297,0.0,0.403,0.654,98.042,197320,4
Lord Huron,The Night We Met (feat. Phoebe Bridgers),0jZO7p0nBUi9VHedWUBS9l,69,0.424,0.437,2,-8.588,1,0.0355,0.962,0.336,0.664,0.131,174.127,208173,3
Palaraga,Second Chance,4hoP6eRbR74ChLWnfTS8ux,6,0.68,0.599,3,-7.65,0,0.0315,0.0965,0.869,0.111,0.135,105.002,294857,4
Ariana Grande,no tears left to cry,2qT1uLXPVPzGgFOx4jtEuo,79,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,205920,4
Aly & Fila,Rebirth - Ahmed Romel Remix,0B5QhAxYkV6Amx1r6PKcFW,5,0.462,0.894,0,-6.322,0,0.0333,0.000889,0.968,0.13,0.115,137.974,284783,4
Atif Aslam,"Tera Hua (From ""Loveyatri"")",3zqFsowz5iGbYIxZW5KlKw,55,0.426,0.688,2,-5.25,1,0.0443,0.351,0.0,0.0998,0.239,118.586,214002,5
Faul & Wad Ad,Wild Love,4UIsQcc3b48tPWeCTzZ9n4,6,0.462,0.72,3,-4.162,1,0.0608,0.272,0.0,0.109,0.599,100.012,193149,4
Arjun,Punjabi Mashup,79blZUG11a6vtTL3Nt9J78,56,0.418,0.931,2,-4.584,1,0.174,0.0028,7.71e-05,0.332,0.707,129.994,306573,4
Fedde Le Grand,Coco's Miracle,2FNIL9cTRdChYSaxlu8ROA,5,0.678,0.761,4,-3.666,0,0.0337,0.0646,0.0,0.191,0.194,126.023,182857,4
Yo Yo Honey Singh,Dil Chori,6zojSFiUNySBy3Kd1JVCXb,56,0.765,0.89,5,-4.608,0,0.0824,0.502,0.0,0.0423,0.918,99.961,226696,4
Hanne Mjøen,Sounds Good To Me,27WIM9uLUCcwNV62TwRPRr,6,0.673,0.71,8,-7.443,1,0.0373,0.168,0.097,0.247,0.666,106.004,190472,4
Udit Narayan,Dholida,0YJooLEHFKKjtwWSEaeHzX,55,0.546,0.945,1,-3.031,1,0.213,0.144,0.0,0.0909,0.914,124.524,216251,4
Estiva,Bloom,17l7Vb12OqP3QFkHbLMAEo,6,0.539,0.996,4,-5.182,1,0.057,0.00174,0.924,0.103,0.713,126.0,218095,4
Ajay Gogavale,Dhadak Title Track,6Gx3Ry4ORogdMibbdITOuN,54,0.375,0.312,7,-10.656,0,0.031,0.85,0.00988,0.137,0.22,77.527,243484,4
Sam Feldt,Know You Better (feat. Tessa Odden),6Xd1jgI4z37e9q8HjJloRo,7,0.774,0.767,1,-4.9,1,0.0406,0.134,1.97e-06,0.0965,0.418,119.953,226000,4
Alec Benjamin,If We Have Each Other,7pT6WSg4PCt4mr5ZFyUfsF,74,0.656,0.577,10,-5.566,0,0.0802,0.698,0.0,0.296,0.861,173.094,181522,4
Sam Feldt,Sensational - Zonderling Remix,0YPQRXyMCvoKiXrDogINmt,6,0.833,0.817,9,-4.051,0,0.257,0.0736,0.0166,0.104,0.757,125.883,167619,4
Clean Bandit,Solo (feat. Demi Lovato),6kPJZM97LwdG9QIsT7khp6,73,0.737,0.636,11,-4.546,0,0.0437,0.0441,6.66e-05,0.35,0.565,105.005,222653,4
Moon Rocket,The Mysterious Walk Of Life,6kUoZagkzkhL8TgbuUiLzM,6,0.864,0.975,6,-6.506,1,0.196,0.00359,0.013,0.734,0.818,118.992,426050,4
Atif Aslam,Dil Meri Na Sune,4ILc7H2NfGbzbrHBclNOtB,54,0.574,0.729,9,-4.2,1,0.0473,0.349,1.85e-06,0.664,0.47,163.748,236000,4
Quintino,Get Down,1F1701QdRK0ZM3iLmzRkTg,5,0.628,0.924,8,-4.831,0,0.0694,0.0153,0.406,0.432,0.0368,127.915,149995,4
When Chai Met Toast,Khoj (Passing By),4QK1qv4mgsfdWmMzp1Z3fx,54,0.58,0.636,2,-6.649,1,0.0262,0.191,0.0313,0.0915,0.38,105.037,212572,3
Bolier,Keep This Fire Burning,6bFNt3JwLfsICuBZ5B8l13,5,0.561,0.881,7,-4.082,0,0.0465,0.0821,0.0,0.148,0.288,123.886,157804,4
Kailash Kher,Kaun Hain Voh,4w2W5Gh1GjbbSWGF0TD2iC,54,0.468,0.742,4,-8.229,0,0.0844,0.333,1.39e-05,0.0825,0.372,147.014,197985,3
Junior J,Back In Your Heart,1YFuIPUUPFMEsWbHD6u6KI,5,0.54,0.863,8,-4.1,1,0.12,0.112,0.0,0.127,0.553,119.96,168000,4
Calvin Harris,One Kiss (with Dua Lipa),7ef4DlsgrMEH11cDZd32M6,81,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,214847,4
Dua Lipa,One Kiss (with Dua Lipa),7ef4DlsgrMEH11cDZd32M6,81,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,214847,4
KhoMha,White Swan,4yEOmbZHShsoInoixHocWu,5,0.551,0.913,5,-6.31,1,0.0453,0.00434,0.518,0.295,0.0977,128.003,176255,4
BTS,Answer : Love Myself,4eVkn18rN4GguUWOsR6Use,72,0.569,0.793,1,-3.749,1,0.0405,0.189,0.0,0.111,0.45,108.048,251280,4
Sophie Francis,Stay Up,1OHQbg3JBg36mucflQKVNU,5,0.609,0.812,5,-4.638,1,0.0803,0.0393,0.0,0.0636,0.487,108.25,157779,4
The Chainsmokers,This Feeling,4NBTZtAt1F13VvlSKe6KTl,74,0.575,0.571,1,-7.906,1,0.0439,0.0558,0.0,0.0912,0.449,105.049,197947,4
Moguai,The Greatest Speech (feat. The Great Dictator),2bx3DKzfSgfAa7TwCHHED8,5,0.545,0.835,0,-5.325,1,0.122,0.0155,4.05e-06,0.0876,0.17,122.104,191312,4
Drake,In My Feelings,2G7V7zsVDxg1yRsu7Ew9RJ,77,0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03,217925,4
Armin van Buuren,Popcorn,760ZpJcn4mTZ32Ix369mSy,5,0.287,0.961,1,-3.734,0,0.0653,0.00453,0.636,0.0955,0.0378,69.217,203372,4
Armin van Buuren,United,5is9ja7VLFzO6MNuhonnSx,15,0.643,0.957,1,-5.026,1,0.0892,0.0565,0.841,0.0763,0.281,138.073,217391,4
Arijit Singh,Teri Meri Kahaani,14eFqoEf1NBm7kh2jWc3TU,54,0.601,0.802,3,-6.537,0,0.0372,0.158,1.45e-06,0.314,0.345,109.989,331444,4
MaRLo,Enough Echo,4shVHk11oPi9JQbx1eQ1we,6,0.321,0.949,1,-3.689,1,0.0737,0.0309,0.642,0.942,0.284,134.947,217939,4
Metro Boomin,Space Cadet (feat. Gunna),1fewSx2d5KIZ04wsooEBOz,80,0.901,0.464,5,-9.789,0,0.0645,0.368,1.71e-05,0.238,0.638,109.004,203267,4
Ben Gold,There Will Be Angels,2mBs3U7kiiGHUHFbt7AKdv,5,0.511,0.928,1,-5.787,1,0.0648,0.00556,0.0,0.0605,0.195,133.902,211343,4
Badshah,"Tere Naal Nachna (From ""Nawabzaade"")",5DIt4eq2D6CZjX1s5jwrnP,54,0.912,0.677,0,-4.212,1,0.0713,0.193,0.0,0.0939,0.94,115.061,166615,4
ARTY,Tim,2hpe9oma4uGqYtfDpPPRVQ,5,0.25,0.909,4,-5.407,1,0.0414,0.00909,0.848,0.136,0.322,128.025,226875,4
Sidhu Moose Wala,Death Route,2Uik6DjW1n5CWbRNdZilV5,54,0.699,0.633,9,-6.733,0,0.139,0.397,0.0,0.0864,0.534,159.955,217521,4
Alex Kunnari,Sundown,5MGzLtNrwd8qrWt2iA9H7a,5,0.534,0.94,4,-5.887,0,0.0572,0.0451,0.6,0.364,0.29,131.936,206154,4
SYML,Where's My Love - Sam Feldt Edit,6rENETCupmPKc7CQWMCkd6,7,0.699,0.673,0,-7.905,0,0.0391,0.0115,0.00143,0.184,0.438,117.972,205424,4
Yo Yo Honey Singh,"Chaar Botal Vodka (From ""Ragini Mms 2"")",0QHEWicUbdyWuHsMcVd1Ka,53,0.877,0.881,4,-3.713,0,0.0713,0.421,0.000345,0.12,0.874,123.024,225837,4
SKIY,Who Got The Keys,1Ucy8kAHlJlSWOed64uXCs,5,0.789,0.955,6,-6.134,1,0.0613,0.00118,0.781,0.0861,0.614,124.997,218880,4
Bishop Briggs,River,3mRLHiSHYtC8Hk7bzZdUs1,75,0.733,0.477,2,-6.737,0,0.0687,0.302,2.97e-06,0.0579,0.545,62.507,216133,4
Moon Rocket,Strategy,4NPpEFOiLJ2PZTNPCPyjLF,5,0.832,0.887,9,-5.531,0,0.177,0.00504,0.348,0.0316,0.612,115.994,380937,4
Abhay Jodhpurkar,Mere Naam Tu,5fZ0oNVVUQe11KGpgcDCrY,54,0.382,0.398,1,-10.026,0,0.0373,0.698,0.000216,0.111,0.313,179.649,338593,3
Massive Breakz,My Movez R Bulletz,0HVt3sQaA9uz2taylabq4s,6,0.674,0.951,11,-7.77,0,0.0489,0.000793,0.821,0.17,0.399,115.992,286533,4
